date,tournament_id,event,deck_idx,pilot,published_result,stored_archetype,main_doomsday_count,rank,wins,losses,draws
2026-08-15,https://melee.gg/Tournament/View/453390,第199回　マッサンのなんでも放送局　おうちでレガシー / The 199th Legacy at Home,13,lassi,14th Place,"Conflict(Doomsday,TES)",3,14,0,3,0
